Datetime,Open,High,Low,Close,Volume,Ticker,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
,META,META,META,META,META,,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG
2025-11-25 14:30:00+00:00,,,,,,AAPL,275.29998779296875,280.3800048828125,275.2699890136719,278.9049987792969,9723608.0,,,,,,,,,,,,,,,
2025-11-25 14:30:00+00:00,,,,,,AMZN,,,,,,226.3800048828125,227.89999389648438,223.8000030517578,226.7100067138672,6943622.0,,,,,,,,,,
2025-11-25 14:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,326.875,328.6700134277344,319.79998779296875,327.32000732421875,13790107.0
2025-11-25 14:30:00+00:00,624.0250244140625,629.1799926757812,618.2999877929688,626.6950073242188,5320912.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 14:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.12000274658203,106.30000305175781,104.20999908447266,104.6449966430664,4578886.0,,,,,
2025-11-25 15:30:00+00:00,,,,,,AAPL,278.8900146484375,279.6300048828125,277.7799987792969,277.8299865722656,2840433.0,,,,,,,,,,,,,,,
2025-11-25 15:30:00+00:00,,,,,,AMZN,,,,,,226.69000244140625,228.42999267578125,226.35000610351562,227.77000427246094,2886746.0,,,,,,,,,,
2025-11-25 15:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,327.2900085449219,328.1000061035156,317.81640625,320.67999267578125,6785175.0
2025-11-25 15:30:00+00:00,626.625,629.780029296875,626.010009765625,626.760009765625,2211167.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 15:30:00+00:00,,,,,,NFLX,,,,,,,,,,,104.6500015258789,104.81999969482422,104.0,104.4800033569336,2041834.0,,,,,
2025-11-25 16:30:00+00:00,,,,,,AAPL,277.82000732421875,279.30999755859375,277.5,279.0700988769531,2504679.0,,,,,,,,,,,,,,,
2025-11-25 16:30:00+00:00,,,,,,AMZN,,,,,,227.7899932861328,230.07000732421875,227.5800018310547,229.25,3082617.0,,,,,,,,,,
2025-11-25 16:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,320.6300048828125,322.17999267578125,318.80999755859375,321.4049987792969,2856517.0
2025-11-25 16:30:00+00:00,626.739990234375,629.9598999023438,624.4299926757812,629.1649780273438,1306949.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 16:30:00+00:00,,,,,,NFLX,,,,,,,,,,,104.4800033569336,105.0199966430664,104.2699966430664,104.93000030517578,1766192.0,,,,,
2025-11-25 17:30:00+00:00,,,,,,AAPL,279.0899963378906,279.3699951171875,278.2300109863281,278.760009765625,1925113.0,,,,,,,,,,,,,,,
2025-11-25 17:30:00+00:00,,,,,,AMZN,,,,,,229.25999450683594,229.89999389648438,229.02999877929688,229.55999755859375,2100070.0,,,,,,,,,,
2025-11-25 17:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,321.3699951171875,324.3299865722656,320.5299987792969,324.2300109863281,2349042.0
2025-11-25 17:30:00+00:00,629.1699829101562,631.2999877929688,628.4400024414062,630.10498046875,1494571.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 17:30:00+00:00,,,,,,NFLX,,,,,,,,,,,104.94000244140625,105.20099639892578,104.68000030517578,104.70500183105469,1741808.0,,,,,
2025-11-25 18:30:00+00:00,,,,,,AAPL,278.7650146484375,278.7799987792969,277.7900085449219,278.0350036621094,1727727.0,,,,,,,,,,,,,,,
2025-11-25 18:30:00+00:00,,,,,,AMZN,,,,,,229.5500946044922,230.52000427246094,229.3699951171875,229.8000030517578,2146344.0,,,,,,,,,,
2025-11-25 18:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,324.2200012207031,324.55999755859375,321.8299865722656,323.00799560546875,2197331.0
2025-11-25 18:30:00+00:00,630.0999755859375,633.27001953125,630.010009765625,632.6900024414062,1447396.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 18:30:00+00:00,,,,,,NFLX,,,,,,,,,,,104.70999908447266,105.0,104.30999755859375,104.44000244140625,1637720.0,,,,,
2025-11-25 19:30:00+00:00,,,,,,AAPL,278.0400085449219,278.1449890136719,277.49749755859375,277.56500244140625,1909795.0,,,,,,,,,,,,,,,
2025-11-25 19:30:00+00:00,,,,,,AMZN,,,,,,229.8000030517578,229.9499969482422,228.7899932861328,229.49000549316406,2204594.0,,,,,,,,,,
2025-11-25 19:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,323.0050048828125,323.760009765625,320.92999267578125,321.7001037597656,2028088.0
2025-11-25 19:30:00+00:00,632.7650146484375,633.9249877929688,630.8900146484375,633.6500244140625,1375502.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 19:30:00+00:00,,,,,,NFLX,,,,,,,,,,,104.44499969482422,104.55500030517578,104.30000305175781,104.49349975585938,1399600.0,,,,,
2025-11-25 20:30:00+00:00,,,,,,AAPL,277.55999755859375,278.0,276.8599853515625,276.95001220703125,2448205.0,,,,,,,,,,,,,,,
2025-11-25 20:30:00+00:00,,,,,,AMZN,,,,,,229.49000549316406,229.99000549316406,229.13900756835938,229.60000610351562,2133973.0,,,,,,,,,,
2025-11-25 20:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,321.7900085449219,324.4700012207031,321.70599365234375,323.6499938964844,1783916.0
2025-11-25 20:30:00+00:00,633.6199951171875,637.0449829101562,633.5999755859375,636.219970703125,1975048.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-25 20:30:00+00:00,,,,,,NFLX,,,,,,,,,,,104.48999786376953,104.66000366210938,103.81999969482422,104.30999755859375,4185784.0,,,,,
2025-11-26 14:30:00+00:00,,,,,,AAPL,276.9599914550781,279.0474853515625,276.6300048828125,277.80999755859375,5086107.0,,,,,,,,,,,,,,,
2025-11-26 14:30:00+00:00,,,,,,AMZN,,,,,,230.74000549316406,230.80999755859375,228.77000427246094,230.51499938964844,5841042.0,,,,,,,,,,
2025-11-26 14:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,320.7799987792969,324.9849853515625,317.20001220703125,318.2799987792969,7913875.0
2025-11-26 14:30:00+00:00,637.6900024414062,638.3300170898438,631.6300048828125,635.4000244140625,3299699.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 14:30:00+00:00,,,,,,NFLX,,,,,,,,,,,105.76000213623047,106.80000305175781,105.22000122070312,106.08999633789062,5155578.0,,,,,
2025-11-26 15:30:00+00:00,,,,,,AAPL,277.7900085449219,279.1400146484375,276.80999755859375,279.0101013183594,2510611.0,,,,,,,,,,,,,,,
2025-11-26 15:30:00+00:00,,,,,,AMZN,,,,,,230.51499938964844,231.30999755859375,230.1199951171875,231.0841064453125,2659243.0,,,,,,,,,,
2025-11-26 15:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,318.2900085449219,320.45831298828125,317.510009765625,319.635009765625,2653850.0
2025-11-26 15:30:00+00:00,635.4000244140625,638.2000122070312,634.510009765625,637.1900024414062,1076706.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 15:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.08999633789062,106.66999816894531,106.04000091552734,106.30000305175781,2328286.0,,,,,
2025-11-26 16:30:00+00:00,,,,,,AAPL,279.0299987792969,279.5299987792969,278.8699951171875,279.0790100097656,2586354.0,,,,,,,,,,,,,,,
2025-11-26 16:30:00+00:00,,,,,,AMZN,,,,,,231.0998992919922,231.74740600585938,230.66000366210938,230.8800048828125,2039562.0,,,,,,,,,,
2025-11-26 16:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,319.6600036621094,320.20599365234375,318.489990234375,319.0899963378906,1991156.0
2025-11-26 16:30:00+00:00,637.2999877929688,638.3300170898438,635.0700073242188,636.739990234375,907633.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 16:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.30000305175781,106.94999694824219,106.02999877929688,106.61000061035156,1699400.0,,,,,
2025-11-26 17:30:00+00:00,,,,,,AAPL,279.07000732421875,279.2900085449219,278.0950012207031,278.54998779296875,1871279.0,,,,,,,,,,,,,,,
2025-11-26 17:30:00+00:00,,,,,,AMZN,,,,,,230.88330078125,230.99000549316406,229.44000244140625,230.7100067138672,2174338.0,,,,,,,,,,
2025-11-26 17:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,319.0899963378906,319.7900085449219,318.2699890136719,319.6300048828125,1462437.0
2025-11-26 17:30:00+00:00,636.739990234375,637.030029296875,633.8099975585938,635.5999755859375,731722.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 17:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.625,106.6500015258789,106.01000213623047,106.45500183105469,1311396.0,,,,,
2025-11-26 18:30:00+00:00,,,,,,AAPL,278.55999755859375,278.581787109375,277.92498779296875,278.260009765625,1426945.0,,,,,,,,,,,,,,,
2025-11-26 18:30:00+00:00,,,,,,AMZN,,,,,,230.72430419921875,230.7449951171875,229.28939819335938,229.56500244140625,2207386.0,,,,,,,,,,
2025-11-26 18:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,319.6300048828125,319.6700134277344,318.82000732421875,319.1499938964844,1134959.0
2025-11-26 18:30:00+00:00,635.5499877929688,635.5499877929688,633.219970703125,633.9000244140625,657870.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 18:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.46219635009766,106.5250015258789,106.05000305175781,106.21009826660156,1083115.0,,,,,
2025-11-26 19:30:00+00:00,,,,,,AAPL,278.2601013183594,278.94000244140625,278.010009765625,278.0799865722656,1953254.0,,,,,,,,,,,,,,,
2025-11-26 19:30:00+00:00,,,,,,AMZN,,,,,,229.57000732421875,229.7899932861328,229.0449981689453,229.42999267578125,2275778.0,,,,,,,,,,
2025-11-26 19:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,319.1700134277344,319.7850036621094,318.70001220703125,319.6520080566406,1298734.0
2025-11-26 19:30:00+00:00,633.9199829101562,634.75,633.4600219726562,634.2050170898438,736714.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 19:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.22000122070312,106.33999633789062,105.81999969482422,105.86499786376953,1436535.0,,,,,
2025-11-26 20:30:00+00:00,,,,,,AAPL,278.07000732421875,278.29998779296875,277.1499938964844,277.4700012207031,9116002.0,,,,,,,,,,,,,,,
2025-11-26 20:30:00+00:00,,,,,,AMZN,,,,,,229.4199981689453,229.80999755859375,229.05999755859375,229.1199951171875,2284974.0,,,,,,,,,,
2025-11-26 20:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,319.6499938964844,320.79998779296875,319.5,320.2799987792969,1926714.0
2025-11-26 20:30:00+00:00,634.2050170898438,634.8599853515625,633.0700073242188,633.5499877929688,798363.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-26 20:30:00+00:00,,,,,,NFLX,,,,,,,,,,,105.86100006103516,106.22000122070312,105.8499984741211,106.12000274658203,1782615.0,,,,,
2025-11-28 14:30:00+00:00,,,,,,AAPL,277.260009765625,278.23919677734375,276.0199890136719,276.260009765625,4040463.0,,,,,,,,,,,,,,,
2025-11-28 14:30:00+00:00,,,,,,AMZN,,,,,,231.21499633789062,232.2100067138672,230.22999572753906,231.47999572753906,4867303.0,,,,,,,,,,
2025-11-28 14:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,323.25,326.8800048828125,317.40008544921875,318.0799865722656,6500875.0
2025-11-28 14:30:00+00:00,637.27001953125,643.1099853515625,635.5,641.385009765625,2303815.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-28 14:30:00+00:00,,,,,,NFLX,,,,,,,,,,,106.5,107.55000305175781,106.25,107.44000244140625,3326926.0,,,,,
2025-11-28 15:30:00+00:00,,,,,,AAPL,276.2900085449219,276.9198913574219,275.989990234375,276.25,1743837.0,,,,,,,,,,,,,,,
2025-11-28 15:30:00+00:00,,,,,,AMZN,,,,,,231.47999572753906,232.5449981689453,231.22000122070312,231.94000244140625,2371103.0,,,,,,,,,,
2025-11-28 15:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,318.1199035644531,319.4967041015625,316.94000244140625,317.4700012207031,2420683.0
2025-11-28 15:30:00+00:00,641.340087890625,645.4500122070312,641.0,644.4949951171875,1509962.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-28 15:30:00+00:00,,,,,,NFLX,,,,,,,,,,,107.43499755859375,107.88999938964844,107.12000274658203,107.44000244140625,1870904.0,,,,,
2025-11-28 16:30:00+00:00,,,,,,AAPL,276.2449951171875,277.16009521484375,275.98651123046875,277.04998779296875,1791406.0,,,,,,,,,,,,,,,
2025-11-28 16:30:00+00:00,,,,,,AMZN,,,,,,231.93499755859375,232.8800048828125,231.8699951171875,232.10450744628906,2322322.0,,,,,,,,,,
2025-11-28 16:30:00+00:00,,,,,,GOOG,,,,,,,,,,,,,,,,317.45001220703125,320.1050109863281,317.2101135253906,319.7200012207031,1624828.0
2025-11-28 16:30:00+00:00,644.3699951171875,646.25,643.3300170898438,645.2999877929688,1048681.0,META,,,,,,,,,,,,,,,,,,,,
2025-11-28 16:30:00+00:00,,,,,,NFLX,,,,,,,,,,,107.44000244140625,107.94000244140625,107.37999725341797,107.5250015258789,1473899.0,,,,,
